WindDir_CALM,WindDir_E,WindDir_ENE,WindDir_ESE,WindDir_N,WindDir_NE,WindDir_NNE,WindDir_NNW,WindDir_NW,WindDir_S,WindDir_SE,WindDir_SSE,WindDir_SSW,WindDir_SW,WindDir_W,WindDir_WNW,WindDir_WSW,Air Temp (degrees C),Humidity (%),MSLP (hPa),Wind Speed (km/h),Wind Gust  (km/h),E (hPa),Dew Pt Temp (degrees C),Apparent Temp (degrees C),Rainfall since 9 am (mm)
0.0,0.02385107620709715,0.02210587550901687,0.009889470622454915,0.14805119255381036,0.015706806282722512,0.04566608493310064,0.02501454333915067,0.02006980802792321,0.20622454915648633,0.02385107620709715,0.11052937754508435,0.10762070971495055,0.1067481093659104,0.04566608493310064,0.03374054682955206,0.055264688772542175,21.447324025596274,64.84380453752182,1011.0505526468877,16.987492728330423,63.0,16.389006951702413,14.041186736474694,0.0,4297.4
0.0,0.017241379310344827,0.01210564930300807,0.022743947175348497,0.16911225238444608,0.011371973587674248,0.03154805575935436,0.041085840058694055,0.03338224504768892,0.22743947175348497,0.04732208363903155,0.0884079236977256,0.09170946441672781,0.05612619222303742,0.061261922230374175,0.03521643433602348,0.05392516507703595,20.933895818048423,67.63903154805575,1014.0944974321351,15.574101247248716,65.0,16.57190763879427,14.316617754952311,0.0,1954.2
0.0,0.0045410314628608495,0.010055141096334739,0.0042166720726565035,0.26240674667531627,0.014596172559195588,0.04443723645799546,0.03892312682452157,0.019461563412260786,0.15926046059033408,0.015893610120012974,0.053843658773921506,0.09860525462212132,0.08627959779435615,0.05124878365228673,0.043788517677586763,0.09244242620823873,19.213039247486215,65.96788842036977,1015.366590982809,17.373986376905613,72.0,14.488431521094638,12.26195264352903,0.0,2066.0
0.0,0.002704530087897228,0.0067613252197430695,0.005747126436781609,0.3204868154158215,0.012508451656524679,0.0486815415821501,0.05138607167004733,0.048005409060175794,0.08248816768086545,0.021636240703177823,0.057809330628803245,0.05240027045300879,0.05848546315077755,0.081473968897904,0.0784313725490196,0.07099391480730223,16.35895875591616,68.65956727518594,1022.6349898580121,16.574374577417174,56.0,12.379933164170453,10.124171737660582,0.0,3866.8
0.0,0.0015424164524421595,0.002056555269922879,0.005655526992287918,0.18354755784061696,0.0010282776349614395,0.008740359897172237,0.024678663239074552,0.0416452442159383,0.10334190231362468,0.019023136246786632,0.049357326478149104,0.08431876606683805,0.12030848329048843,0.16349614395886888,0.0724935732647815,0.11876606683804627,13.321645244215938,77.29922879177379,1018.1925964010284,14.741902313624678,67.0,11.745211959895839,9.31681233933162,0.0,2963.2
0.0,0.0058900523560209425,0.007198952879581152,0.002617801047120419,0.32591623036649214,0.013089005235602094,0.024214659685863876,0.0968586387434555,0.0274869109947644,0.10667539267015706,0.013089005235602094,0.029450261780104712,0.07395287958115183,0.06740837696335078,0.0968586387434555,0.05170157068062827,0.05759162303664921,12.639594240837695,74.8553664921466,1022.0236256544504,18.468586387434556,59.0,10.836303019362141,8.188939790575917,0.0,226.20000000000002
0.0,0.0,0.0,0.006476683937823834,0.35621761658031087,0.009067357512953367,0.06606217616580311,0.04145077720207254,0.01683937823834197,0.172279792746114,0.01683937823834197,0.027202072538860103,0.05310880829015544,0.05958549222797927,0.07253886010362694,0.018134715025906734,0.08419689119170984,11.491321243523315,81.67487046632124,1018.0801813471503,19.730569948186528,56.0,10.99282752001087,8.389766839378238,0.0,997.1999999999999
0.0,0.004713275726630008,0.010997643362136685,0.0054988216810683424,0.401413982717989,0.01335428122545169,0.07148468185388845,0.036920659858601726,0.029850746268656716,0.10683424980361352,0.018853102906520033,0.0793401413982718,0.046347211311861744,0.04556166535742341,0.03613511390416339,0.031421838177533384,0.061272584446190104,13.006362922230949,75.29615082482326,1016.7125687352711,18.63629222309505,63.0,11.138650907022013,8.564493322859388,0.0,1091.8
0.0,0.014134275618374558,0.013250883392226149,0.006183745583038869,0.3224381625441696,0.02120141342756184,0.04858657243816254,0.045053003533568906,0.028268551236749116,0.05565371024734982,0.04858657243816254,0.036219081272084806,0.052120141342756186,0.06625441696113074,0.10777385159010601,0.053003533568904596,0.0812720848056537,14.101943462897527,72.18727915194346,1012.6128091872791,19.27296819787986,72.0,11.332054966571572,8.810070671378092,0.0,4329.0
0.0,0.009900990099009901,0.013613861386138614,0.009488448844884489,0.264026402640264,0.014026402640264026,0.04496699669966997,0.04826732673267327,0.03506600660066007,0.13407590759075907,0.027227722772277228,0.07879537953795379,0.08168316831683169,0.07549504950495049,0.05981848184818482,0.036716171617161716,0.06683168316831684,16.53102310231023,69.79785478547855,1015.2226072607261,18.02970297029703,78.0,12.691199127577933,10.408003300330034,0.0,3911.4
0.0,0.007210031347962382,0.015047021943573668,0.006269592476489028,0.24200626959247648,0.026332288401253918,0.04733542319749216,0.03636363636363636,0.032915360501567396,0.1103448275862069,0.01567398119122257,0.04890282131661442,0.06332288401253919,0.10219435736677115,0.08150470219435736,0.045454545454545456,0.11912225705329153,18.89630094043887,65.1962382445141,1012.8533855799373,17.1858934169279,76.0,13.804064893315411,11.616520376175547,0.0,6609.6
0.0,0.018747907599598258,0.016404419149648478,0.009039169735520589,0.15701372614663542,0.022430532306662202,0.04050887177770338,0.0190826916638768,0.017408771342484097,0.2216270505523937,0.024774020756611986,0.08670907264814195,0.11550050217609642,0.09240040174087713,0.04720455306327419,0.03850016739203214,0.07264814194844325,20.33388014730499,61.46468028121861,1013.1157348510211,18.303314362236357,96.0,14.303859398931742,12.168998995647808,0.0,4486.6
0.0,0.0071301247771836,0.006238859180035651,0.00861556743909685,0.19875222816399288,0.006535947712418301,0.03238265002970885,0.031788472964943554,0.026737967914438502,0.22192513368983957,0.039512774806892456,0.10546642899584076,0.06981580510992276,0.08051099227569816,0.05674390968508616,0.034165181224004755,0.0736779560308972,21.925935828877005,59.1387403446227,1013.3606654783125,21.12804515745692,74.0,15.08208363434813,12.906506238859182,0.0,1202.6
0.0,0.001492982979994028,0.0035831591519856674,0.00477754553598089,0.1863242759032547,0.0026873693639892504,0.021498954911914003,0.03374141534786503,0.018811585547924753,0.2290235891310839,0.039414750671842344,0.1272021498954912,0.10002985965959989,0.0686772170797253,0.06539265452373844,0.04001194386383995,0.05733054643177068,21.318542848611525,62.7751567632129,1013.1629441624366,18.579874589429682,93.0,15.315537207146333,13.17966557181248,0.0,2903.7999999999997
0.0002770850651149903,0.014685508451094486,0.004987531172069825,0.017456359102244388,0.22360764754779716,0.00831255195344971,0.05015239678581324,0.030479357162648935,0.03020227209753394,0.11859240786921585,0.0889443059019119,0.11665281241341091,0.038237738985868665,0.06317539484621779,0.07924632862288723,0.05070656691604322,0.06428373510667774,18.693627043502357,64.79939041285675,1016.1361873095041,19.326129121640342,70.0,13.653400489864762,11.495344970906068,12.499889165973954,3847.2
0.0,0.008879023307436182,0.009618941916389198,0.012578616352201259,0.3547909729929708,0.01220865704772475,0.02737698853126156,0.06400295967443581,0.032556418793932666,0.07066222715501295,0.029226785053644098,0.06326304106548279,0.03810580836108028,0.05179430262671106,0.0780614132445431,0.060303366629670736,0.08657047724750278,17.205142434332224,68.88975212726601,1018.4850166481687,15.4047354790973,63.0,13.28176130447944,11.081539030706622,14.783832778394375,1843.4
0.0,0.002738225629791895,0.001095290251916758,0.0032858707557502738,0.20372398685651696,0.0065717415115005475,0.019715224534501644,0.02792990142387733,0.040525739320920046,0.07447973713033954,0.01095290251916758,0.03778751369112815,0.10350492880613363,0.1330777656078861,0.08817086527929902,0.10405257393209201,0.14238773274917854,13.125355969331874,75.93756845564074,1022.7140744797371,16.77710843373494,67.0,11.31989639812631,8.79775465498357,9.966812705366923,3794.2
0.0,0.0008460236886632825,0.004230118443316413,0.001692047377326565,0.1785109983079526,0.005076142131979695,0.02961082910321489,0.05922165820642978,0.018612521150592216,0.07868020304568528,0.005922165820642978,0.07952622673434856,0.051607445008460234,0.11336717428087986,0.16159052453468697,0.050761421319796954,0.16074450084602368,11.666159052453468,82.2901861252115,1018.7785109983079,17.71319796954315,59.0,11.207059840616573,8.64357021996616,8.315143824027073,3276.8
